CustomerID,invoice_frequency,total_quantity,total_bill,day_gap,country,category
13865.0,30,204,501.56,57,United Kingdom,0
13866.0,7,57,145.67000000000002,73,United Kingdom,0
13867.0,60,501,1005.09,30,United Kingdom,0
13868.0,33,1964,3192.54,6,United Kingdom,0
13869.0,304,1709,3083.65,122,United Kingdom,2
13870.0,118,1320,2751.25,1,United Kingdom,0
13871.0,338,2801,6389.8,22,United Kingdom,0
13873.0,24,138,381.7,119,United Kingdom,2
13874.0,18,180,540.45,357,United Kingdom,1
13875.0,104,1316,1786.79,53,United Kingdom,0
13876.0,7,36,122.7,63,United Kingdom,0
13877.0,3,108,117.24,85,United Kingdom,0
13878.0,35,463,1271.57,54,United Kingdom,0
13880.0,165,1842,3219.77,20,United Kingdom,0
13881.0,180,10062,16989.52,3,United Kingdom,0
13882.0,66,950,1131.28,2,United Kingdom,0
13883.0,155,1368,2538.75,0,United Kingdom,0
13884.0,60,297,781.3000000000001,6,United Kingdom,0
13885.0,28,182,506.8,188,United Kingdom,2
13886.0,16,126,243.56,70,United Kingdom,0
13887.0,19,147,349.55,203,United Kingdom,2
13888.0,39,254,595.67,119,United Kingdom,2
13889.0,15,146,416.9,92,United Kingdom,2
13890.0,114,826,1860.86,0,United Kingdom,0
13892.0,27,983,632.97,26,United Kingdom,0
13893.0,21,190,821.1,297,United Kingdom,1
13894.0,30,339,535.97,21,United Kingdom,0
13895.0,119,1364,2588.12,20,United Kingdom,0
13897.0,17,200,311.16,49,United Kingdom,0
13898.0,12,133,155.93,325,United Kingdom,1
13899.0,19,156,388.52,15,United Kingdom,0
13900.0,43,430,740.95,182,United Kingdom,2
13901.0,149,1739,2867.2,71,United Kingdom,0
13904.0,26,332,332.64,36,United Kingdom,0
13908.0,126,1470,2347.05,79,United Kingdom,0
13911.0,148,2731,2580.91,56,United Kingdom,0
13914.0,34,379,613.95,3,United Kingdom,0
13917.0,18,228,272.04,49,United Kingdom,0
13918.0,30,1140,1212.84,49,United Kingdom,0
13919.0,33,437,350.16,52,Denmark,0
13922.0,7,93,172.25,351,United Kingdom,1
13923.0,20,185,351.13,53,United Kingdom,0
13924.0,137,1532,1682.08,1,United Kingdom,0
13925.0,45,327,616.65,35,United Kingdom,0
13926.0,11,104,223.85,22,United Kingdom,0
13927.0,21,214,348.99,74,United Kingdom,0
13928.0,27,129,464.57,10,United Kingdom,0
13929.0,10,139,802.85,168,United Kingdom,2
13930.0,17,274,337.34,57,United Kingdom,0
13931.0,59,721,1230.93,85,United Kingdom,0
13932.0,16,72,307.4,294,United Kingdom,1
13933.0,23,205,608.7900000000001,108,United Kingdom,2
13934.0,31,390,922.1,263,United Kingdom,1
13936.0,27,324,361.28,170,United Kingdom,2
13937.0,9,123,158.85,168,United Kingdom,2
13938.0,7,70,71.66,34,United Kingdom,0
13939.0,46,843,556.75,22,United Kingdom,0
13940.0,49,516,839.14,16,United Kingdom,0
13941.0,47,2307,4912.41,21,United Kingdom,0
13946.0,11,443,561.5699999999999,78,United Kingdom,0
13947.0,5,44,90.6,64,United Kingdom,0
13948.0,3,40,102.0,360,United Kingdom,1
13949.0,160,2474,2427.32,2,United Kingdom,0
13950.0,36,321,728.56,10,United Kingdom,0
13951.0,39,459,674.45,175,United Kingdom,2
13952.0,138,1425,3246.091,210,United Kingdom,2
13953.0,20,2724,3515.68,6,United Kingdom,0
13954.0,30,141,378.59,1,United Kingdom,0
13955.0,33,154,322.96,153,United Kingdom,2
13956.0,147,486,1019.27,4,United Kingdom,0
13959.0,90,355,594.04,78,United Kingdom,0
13960.0,12,142,230.22,20,United Kingdom,0
13962.0,11,87,169.55,21,United Kingdom,0
13963.0,35,460,664.54,307,United Kingdom,1
13967.0,2,42,80.7,145,United Kingdom,2
13969.0,626,4469,8956.92,6,United Kingdom,0
13971.0,158,1818,2702.2200000000003,8,United Kingdom,0
13972.0,15,187,190.25,70,United Kingdom,0
13973.0,11,109,264.7,286,United Kingdom,1
13974.0,28,249,413.59,48,United Kingdom,0
13975.0,331,1690,2438.19,30,United Kingdom,0
13976.0,10,154,357.98,206,United Kingdom,2
13978.0,15,315,196.79,14,United Kingdom,0
13979.0,54,639,869.87,72,United Kingdom,0
13980.0,11,172,200.14,59,United Kingdom,0
13982.0,115,1132,1861.11,38,United Kingdom,0
13983.0,112,1170,2590.46,29,United Kingdom,0
13984.0,17,271,488.03,26,United Kingdom,0
13985.0,353,3439,7024.53,3,United Kingdom,0
13986.0,13,430,320.46,16,United Kingdom,0
13988.0,239,3025,4098.8,19,United Kingdom,0
13989.0,41,1313,1266.08,65,United Kingdom,0
13990.0,16,190,311.3,212,United Kingdom,2
13991.0,84,993,847.54,11,United Kingdom,0
13992.0,5,64,76.8,29,United Kingdom,0
13993.0,125,892,3409.66,31,United Kingdom,0
13994.0,148,932,2274.14,3,United Kingdom,0
13995.0,87,867,1383.49,14,United Kingdom,0
13999.0,212,2231,3865.26,9,United Kingdom,0
14000.0,16,707,633.71,205,United Kingdom,2
14001.0,40,959,2030.33,45,United Kingdom,0
14002.0,47,877,529.73,133,United Kingdom,2
14004.0,171,2668,4582.64,42,United Kingdom,0
14005.0,84,2478,2874.72,9,United Kingdom,0
14006.0,30,641,962.19,115,United Kingdom,2
14009.0,44,361,685.9300000000001,197,United Kingdom,2
14012.0,11,160,328.8,277,United Kingdom,1
14013.0,34,462,473.02,109,United Kingdom,2
14014.0,39,1076,505.18,76,United Kingdom,0
14015.0,20,378,917.34,52,United Kingdom,0
14016.0,162,2124,4328.46,153,EIRE,2
14019.0,68,1034,1398.96,46,United Kingdom,0
14020.0,39,441,642.8,16,United Kingdom,0
14021.0,22,192,631.9,154,United Kingdom,2
14022.0,28,487,440.0,224,United Kingdom,1
14023.0,31,345,584.07,6,United Kingdom,0
14024.0,16,150,327.7,121,United Kingdom,2
14027.0,6,62,104.82,60,United Kingdom,0
14029.0,15,198,467.66,62,United Kingdom,0
14030.0,242,1478,2358.84,17,United Kingdom,0
14031.0,258,5370,14634.64,6,United Kingdom,0
14032.0,152,2008,2929.84,1,United Kingdom,0
14034.0,89,312,509.09,21,United Kingdom,0
14035.0,66,739,1428.02,28,United Kingdom,0
14036.0,38,268,626.65,284,United Kingdom,1
14037.0,28,46,147.20000000000002,175,United Kingdom,2
14038.0,93,963,1554.48,77,United Kingdom,0
14039.0,6,92,152.2,32,United Kingdom,0
14040.0,235,1514,3487.59,40,United Kingdom,0
14041.0,21,94,141.41,265,United Kingdom,1
14044.0,206,304,646.42,26,United Kingdom,0
14045.0,6,535,1659.75,108,United Kingdom,2
14046.0,14,460,154.99,283,United Kingdom,1
14047.0,34,377,1290.01,8,United Kingdom,0
14048.0,88,274,375.13,276,United Kingdom,1
14049.0,495,3784,5536.15,16,United Kingdom,0
14050.0,54,689,746.36,31,United Kingdom,0
14051.0,215,3741,15477.34,0,United Kingdom,0
14052.0,56,89,225.36,19,United Kingdom,0
14053.0,4,215,260.25,123,United Kingdom,2
14054.0,6,62,92.46,64,United Kingdom,0
14055.0,10,216,725.6400000000001,105,United Kingdom,2
14056.0,1110,4211,8062.46,0,United Kingdom,0
14057.0,290,4705,6141.099999999999,23,United Kingdom,0
14059.0,8,128,183.6,266,United Kingdom,1
14060.0,203,5374,6135.38,4,United Kingdom,0
14062.0,111,5593,10464.85,9,United Kingdom,0
14064.0,79,1334,1168.92,28,United Kingdom,0
14066.0,7,45,152.55,266,United Kingdom,1
14067.0,52,361,374.7,63,United Kingdom,0
14068.0,24,73,265.85,319,United Kingdom,1
14071.0,332,899,1306.16,3,United Kingdom,0
14073.0,14,128,139.54,20,United Kingdom,0
14075.0,43,754,942.26,4,United Kingdom,0
14076.0,44,79,118.67,128,United Kingdom,2
14077.0,42,268,499.42,40,United Kingdom,0
14078.0,65,310,1049.37,101,United Kingdom,2
14079.0,12,301,375.1,124,United Kingdom,2
14080.0,4,48,45.6,32,United Kingdom,0
14081.0,153,589,891.77,266,United Kingdom,1
14082.0,29,110,182.25,364,United Kingdom,1
14083.0,177,705,1002.9,3,United Kingdom,0
14085.0,449,3176,4408.54,1,United Kingdom,0
14087.0,69,249,178.72,2,United Kingdom,0
14088.0,590,12593,50415.49,9,United Kingdom,0
14089.0,13,133,158.75,56,United Kingdom,0
14090.0,1,72,76.32000000000001,324,United Kingdom,1
14092.0,217,2061,4063.1,7,United Kingdom,0
14093.0,100,391,433.86,11,United Kingdom,0
14096.0,5128,16335,57120.91,3,United Kingdom,0
14098.0,21,104,147.35,36,United Kingdom,0
14099.0,252,2177,3092.9700000000003,15,United Kingdom,0
14100.0,25,63,191.95,137,United Kingdom,2
14101.0,35,6942,5976.79,73,United Kingdom,0
14102.0,63,746,1060.33,4,United Kingdom,0
14104.0,21,72,216.21,154,United Kingdom,2
14105.0,76,798,1260.33,84,United Kingdom,0
14107.0,124,1788,2688.48,51,United Kingdom,0
14108.0,35,380,594.16,30,United Kingdom,0
14109.0,14,56,80.2,22,United Kingdom,0
14110.0,157,2455,5669.65,3,United Kingdom,0
14111.0,11,457,688.6,13,United Kingdom,0
14112.0,173,1608,2774.17,22,United Kingdom,0
14113.0,40,635,1377.92,3,United Kingdom,0
14114.0,15,101,386.53,273,United Kingdom,1
14116.0,72,707,1382.74,19,United Kingdom,0
14117.0,3,72,90.0,143,United Kingdom,2
14121.0,161,2078,2740.3,3,United Kingdom,0
14124.0,5,1618,419.58,83,United Kingdom,0
14125.0,166,1628,2720.63,10,United Kingdom,0
14126.0,16,458,643.6300000000001,7,United Kingdom,0
14127.0,44,321,709.71,122,United Kingdom,2
14128.0,46,564,637.5,60,United Kingdom,0
14129.0,52,592,1123.86,1,United Kingdom,0
14130.0,66,257,480.91,318,United Kingdom,1
14132.0,201,3366,3580.13,1,United Kingdom,0
14133.0,30,342,590.3399999999999,129,United Kingdom,2
14135.0,134,3850,4690.31,1,United Kingdom,0
14138.0,46,600,965.88,1,United Kingdom,0
14139.0,26,510,415.82,45,United Kingdom,0
14140.0,67,809,920.05,3,United Kingdom,0
14141.0,46,337,879.0300000000001,2,United Kingdom,0
14142.0,22,313,311.81,372,United Kingdom,1
14143.0,7,30,115.8,133,United Kingdom,2
14145.0,12,636,3148.2,46,United Kingdom,0
14146.0,245,1886,2949.57,8,United Kingdom,0
14147.0,6,96,468.4,48,United Kingdom,0
14148.0,3,16,157.2,233,United Kingdom,1
14149.0,40,129,259.43,212,United Kingdom,2
14150.0,26,496,658.64,35,United Kingdom,0
14152.0,50,699,611.09,74,United Kingdom,0
14154.0,52,465,1345.62,238,United Kingdom,1
14155.0,6,25,118.75,265,United Kingdom,1
14156.0,1415,56908,113214.59,9,EIRE,0
14157.0,47,260,392.44,19,United Kingdom,0
14158.0,41,781,507.66,39,United Kingdom,0
14159.0,1183,4335,4615.64,19,United Kingdom,0
14161.0,104,450,1097.62,215,United Kingdom,2
14162.0,25,142,289.36,173,United Kingdom,2
14163.0,52,893,2445.91,86,United Kingdom,0
14164.0,29,1033,1631.77,70,United Kingdom,0
14165.0,24,53,120.44,275,United Kingdom,1
14167.0,50,147,562.59,38,United Kingdom,0
14171.0,58,167,363.79,97,United Kingdom,2
14173.0,29,150,450.84,10,United Kingdom,0
14174.0,26,94,134.46,32,United Kingdom,0
14175.0,164,1461,3108.06,50,United Kingdom,0
14176.0,32,207,574.0,296,United Kingdom,1
14177.0,42,203,544.51,84,United Kingdom,0
14178.0,318,1494,1600.26,8,United Kingdom,0
14179.0,157,319,701.57,40,United Kingdom,0
14180.0,248,710,4640.77,10,United Kingdom,0
14184.0,24,127,452.89,66,United Kingdom,0
14185.0,3,6,197.65,330,United Kingdom,1
14188.0,71,1145,2018.91,8,United Kingdom,0
14189.0,277,3919,4604.31,1,United Kingdom,0
14191.0,263,3657,4660.01,1,United Kingdom,0
14193.0,42,445,853.39,67,United Kingdom,0
14194.0,604,5783,11216.75,4,United Kingdom,0
14195.0,8,702,962.7,201,United Kingdom,2
14196.0,6,142,335.52,106,United Kingdom,2
14198.0,44,280,663.5,3,United Kingdom,0
14199.0,2,28,185.4,217,United Kingdom,2
14201.0,39,578,688.04,59,United Kingdom,0
14204.0,39,72,150.61,1,United Kingdom,0
14205.0,39,99,218.78,10,United Kingdom,0
14206.0,21,274,308.26,238,United Kingdom,1
14208.0,10,114,151.74,94,United Kingdom,2
14209.0,88,688,2067.13,10,United Kingdom,0
14210.0,103,759,1900.89,90,United Kingdom,0
14211.0,118,1232,2208.3,52,United Kingdom,0
14212.0,9,1152,1070.48,89,United Kingdom,0
14214.0,70,748,1000.23,30,United Kingdom,0
14215.0,109,1354,1777.92,11,United Kingdom,0
14216.0,59,594,1839.3,2,United Kingdom,0
14217.0,107,677,1925.36,1,United Kingdom,0
14218.0,12,160,169.48000000000002,42,United Kingdom,0
14219.0,7,78,89.94,3,United Kingdom,0
14220.0,21,272,632.4,246,United Kingdom,1
14221.0,194,2190,3427.85,41,United Kingdom,0
14222.0,41,607,683.17,176,United Kingdom,2
14223.0,61,583,975.23,91,United Kingdom,2
14224.0,113,483,1009.73,109,United Kingdom,2
14226.0,72,1289,2184.24,28,United Kingdom,0
14227.0,183,1811,3315.71,25,United Kingdom,0
14229.0,43,590,1450.6,51,United Kingdom,0
14231.0,54,402,822.0600000000001,178,United Kingdom,2
14232.0,118,1937,2043.93,31,United Kingdom,0
14233.0,36,671,1447.51,43,United Kingdom,0
14234.0,147,951,754.12,21,United Kingdom,0
14235.0,80,1947,3093.86,9,United Kingdom,0
14236.0,15,310,490.86,80,United Kingdom,0
14237.0,9,38,161.0,372,United Kingdom,1
14238.0,8,111,146.85,325,United Kingdom,1
14239.0,116,986,2323.5,42,United Kingdom,0
14240.0,42,418,890.34,29,United Kingdom,0
14241.0,10,146,213.7,183,United Kingdom,2
14242.0,16,123,280.55,234,United Kingdom,1
14243.0,148,1204,2535.88,8,United Kingdom,0
14245.0,112,971,1677.48,175,United Kingdom,2
14246.0,75,804,1474.06,110,United Kingdom,2
14247.0,20,47,136.76999999999998,277,United Kingdom,1
14248.0,8,102,302.58,317,United Kingdom,1
14250.0,111,1200,1904.05,6,United Kingdom,0
14251.0,78,1674,2879.7000000000003,1,United Kingdom,0
14256.0,54,410,935.06,253,United Kingdom,1
14257.0,107,1677,3087.27,50,United Kingdom,0
14258.0,112,7098,12650.08,8,United Kingdom,0
14259.0,5,68,120.0,141,United Kingdom,2
14261.0,52,406,1163.45,50,United Kingdom,0
14262.0,143,1645,2618.23,7,United Kingdom,0
14264.0,19,66,319.47,154,United Kingdom,2
14265.0,31,330,530.18,108,Unspecified,2
14267.0,66,461,1279.09,150,United Kingdom,2
14270.0,29,197,492.65,331,United Kingdom,1
14271.0,10,88,112.32,225,United Kingdom,1
14272.0,33,599,437.96,73,United Kingdom,0
14273.0,29,264,559.97,50,United Kingdom,0
14276.0,75,723,1019.39,87,United Kingdom,0
14277.0,225,1616,3928.8,14,France,0
14280.0,8,52,134.04,196,United Kingdom,2
14282.0,154,2656,3701.44,2,United Kingdom,0
14284.0,34,157,578.45,30,United Kingdom,0
14285.0,27,541,1910.01,20,United Kingdom,0
14286.0,285,4306,4595.81,23,United Kingdom,0
14287.0,11,236,151.23000000000002,7,United Kingdom,0
14288.0,17,187,413.85,211,United Kingdom,2
14289.0,47,292,911.26,8,United Kingdom,0
14290.0,103,913,2307.4500000000003,10,United Kingdom,0
14291.0,238,2748,3873.3,1,United Kingdom,0
14292.0,108,1643,4819.33,7,United Kingdom,0
14293.0,61,709,1046.56,2,United Kingdom,0
14295.0,7,82,154.70000000000002,39,United Kingdom,0
14297.0,64,861,1284.06,17,United Kingdom,0
14298.0,1640,58021,50862.44,2,United Kingdom,0
14299.0,162,2013,2855.35,7,United Kingdom,0
14300.0,3,32,43.2,18,United Kingdom,0
14301.0,16,600,632.04,107,United Kingdom,2
14304.0,27,54,197.1,222,United Kingdom,1
14305.0,110,1069,1803.76,70,United Kingdom,0
14306.0,35,1073,2083.42,50,United Kingdom,0
14307.0,180,2058,2995.72,88,United Kingdom,0
14309.0,123,1619,2319.68,7,United Kingdom,0
14311.0,27,125,229.71,224,United Kingdom,1
14312.0,87,1012,1611.59,46,United Kingdom,0
14314.0,8,296,120.0,106,United Kingdom,2
14315.0,104,1010,2456.98,20,United Kingdom,0
14317.0,24,255,508.58,64,United Kingdom,0
14320.0,42,239,343.11,206,United Kingdom,2
14321.0,123,2406,1530.75,10,United Kingdom,0
14323.0,41,340,574.26,114,United Kingdom,2
14326.0,9,99,166.85,234,United Kingdom,1
14327.0,12,139,311.65,162,United Kingdom,2
14329.0,268,3067,4889.14,8,United Kingdom,0
14331.0,28,252,462.66,123,United Kingdom,2
14332.0,25,463,840.21,22,United Kingdom,0
14333.0,19,52,351.45,63,United Kingdom,0
14334.0,163,1730,2539.46,16,United Kingdom,0
14335.0,60,375,454.86,15,Germany,0
14336.0,90,1759,1614.91,16,United Kingdom,0
14338.0,34,329,554.22,157,United Kingdom,2
14339.0,18,150,289.91,234,United Kingdom,1
14340.0,6,58,134.7,218,United Kingdom,2
14341.0,129,1395,2151.08,44,United Kingdom,0
14342.0,24,337,607.71,20,United Kingdom,0
14344.0,71,477,889.9300000000001,126,United Kingdom,2
14345.0,6,50,108.98,38,United Kingdom,0
14346.0,60,605,1021.58,120,United Kingdom,2
14348.0,18,183,409.57,259,United Kingdom,1
14349.0,31,86,133.5,9,United Kingdom,0
14350.0,21,166,258.7,270,United Kingdom,1
14351.0,1,12,51.0,164,United Kingdom,2
14352.0,47,538,1078.96,156,United Kingdom,2
14353.0,6,64,90.6,214,United Kingdom,2
14354.0,9,210,163.62,5,United Kingdom,0
14355.0,11,92,174.4,365,United Kingdom,1
14356.0,38,266,666.9399999999999,59,United Kingdom,0
14357.0,40,147,225.12,42,United Kingdom,0
14359.0,58,363,882.58,18,United Kingdom,0
14360.0,117,1139,2118.03,31,United Kingdom,0
14362.0,37,96,151.5,21,United Kingdom,0
14364.0,69,1967,3717.35,108,United Kingdom,2
14367.0,530,4398,9134.12,7,United Kingdom,0
14368.0,8,36,155.0,319,United Kingdom,1
14371.0,4,34,100.5,294,United Kingdom,1
14373.0,4,17,76.55,357,United Kingdom,1
14375.0,66,184,235.56,184,United Kingdom,2
14377.0,11,219,617.05,190,United Kingdom,2
14379.0,46,292,348.1,43,United Kingdom,0
14381.0,56,146,202.68,51,United Kingdom,0
14382.0,126,1231,615.49,25,United Kingdom,0
14383.0,59,817,1247.69,37,United Kingdom,0
14385.0,14,159,202.11,8,United Kingdom,0
14386.0,7,54,142.4,296,United Kingdom,1
14387.0,139,795,1727.6,32,United Kingdom,0
14388.0,191,1933,3172.04,8,United Kingdom,0
14389.0,62,702,999.72,8,United Kingdom,0
14390.0,289,2122,4582.22,9,United Kingdom,0
14393.0,5,13,67.95,217,United Kingdom,2
14395.0,351,1685,3444.11,1,United Kingdom,0
14396.0,73,225,487.99,64,United Kingdom,0
14397.0,95,1852,2556.68,0,United Kingdom,0
14400.0,26,450,559.7,140,United Kingdom,2
14401.0,183,4505,4039.98,3,United Kingdom,0
14403.0,26,513,1426.31,129,United Kingdom,2
14404.0,101,819,1409.72,33,United Kingdom,0
14406.0,8,77,156.75,118,United Kingdom,2
14407.0,76,1412,2111.08,106,United Kingdom,2
14408.0,106,1610,2599.03,10,United Kingdom,0
14409.0,55,1158,1908.25,70,United Kingdom,0
14410.0,282,290,573.45,15,United Kingdom,0
14411.0,14,196,1063.0,310,United Kingdom,1
14412.0,45,784,761.3299999999999,34,United Kingdom,0
14413.0,22,67,121.05,361,United Kingdom,1
14414.0,98,2509,1485.13,91,United Kingdom,2
14415.0,601,2958,5766.85,0,United Kingdom,0
14416.0,14,326,490.22,21,United Kingdom,0
14418.0,124,1711,1937.25,3,United Kingdom,0
14419.0,202,483,1051.79,10,United Kingdom,0
14420.0,30,333,385.87,84,United Kingdom,0
14421.0,27,365,813.11,56,United Kingdom,0
14422.0,222,2906,4263.64,0,United Kingdom,0
14423.0,3,120,265.2,217,United Kingdom,2
14424.0,1,48,322.08,17,United Kingdom,0
14426.0,264,2339,3918.9,18,United Kingdom,0
14427.0,17,228,363.34,49,United Kingdom,0
14428.0,141,420,1209.37,6,United Kingdom,0
14431.0,21,124,423.26,298,United Kingdom,1
14432.0,377,2013,2248.5,9,United Kingdom,0
14434.0,12,368,1372.8,21,United Kingdom,0
14436.0,9,129,89.06,98,United Kingdom,2
14438.0,9,82,131.9,305,United Kingdom,1
14439.0,32,526,2661.24,319,Greece,1
14440.0,55,588,2357.6800000000003,7,United Kingdom,0
14441.0,59,430,1545.14,0,United Kingdom,0
14442.0,68,475,1544.62,1,Channel Islands,0
14443.0,98,931,1400.88,53,United Kingdom,0
14446.0,277,916,1010.35,0,United Kingdom,0
14447.0,70,571,1163.23,18,United Kingdom,0
14448.0,20,104,375.35,8,United Kingdom,0
14449.0,250,741,885.8,18,United Kingdom,0
14450.0,40,241,483.25,180,United Kingdom,2
14451.0,105,378,643.9,59,United Kingdom,0
14452.0,60,116,259.05,10,United Kingdom,0
14453.0,22,49,119.93,189,United Kingdom,2
14456.0,954,2878,3002.51,4,United Kingdom,0
14457.0,4,88,113.64,310,United Kingdom,1
14459.0,37,760,1837.92,154,United Kingdom,2
14460.0,17,869,383.34,109,United Kingdom,2
14461.0,180,766,2103.06,147,United Kingdom,2
14462.0,239,924,1942.45,63,United Kingdom,0
14463.0,6,179,529.62,97,United Kingdom,2
14465.0,123,398,1038.44,246,United Kingdom,1
14466.0,72,1006,2272.4,28,United Kingdom,0
14467.0,89,276,596.26,17,United Kingdom,0
14470.0,43,193,461.19,11,United Kingdom,0
14472.0,265,1135,1852.67,103,United Kingdom,2
14473.0,7,88,234.34000000000003,73,United Kingdom,0
14474.0,30,139,537.71,42,United Kingdom,0
14475.0,47,428,799.82,71,United Kingdom,0
14476.0,17,110,193.0,256,United Kingdom,1
14477.0,11,719,1307.81,19,United Kingdom,0
14479.0,18,117,316.25,253,United Kingdom,1
14480.0,13,143,279.05,10,United Kingdom,0
14481.0,30,489,636.51,164,United Kingdom,2
14482.0,137,1627,2022.81,17,United Kingdom,0
14483.0,10,95,129.2,149,United Kingdom,2
14484.0,14,210,321.92,49,United Kingdom,0
14485.0,46,70,162.8,38,United Kingdom,0
14487.0,141,711,1152.73,26,United Kingdom,0
14488.0,49,793,1047.43,50,United Kingdom,0
14489.0,30,299,463.38,206,United Kingdom,2
14491.0,17,139,340.93,174,United Kingdom,2
14493.0,123,1279,2362.84,6,United Kingdom,0
14494.0,7,92,139.56,25,United Kingdom,0
14495.0,6,62,123.8,50,United Kingdom,0
14496.0,19,159,538.8100000000001,311,United Kingdom,1
14497.0,31,233,457.47,300,United Kingdom,1
14498.0,193,1098,1957.32,42,United Kingdom,0
14499.0,190,496,808.44,25,United Kingdom,0
14500.0,7,117,356.85,87,United Kingdom,0
14501.0,12,119,190.31,63,United Kingdom,0
14502.0,615,1465,2310.18,19,United Kingdom,0
14503.0,164,2004,3543.26,2,United Kingdom,0
14504.0,107,308,673.26,46,United Kingdom,0
14505.0,789,2723,5772.49,16,United Kingdom,0
14506.0,295,704,1960.65,16,United Kingdom,0
14507.0,97,582,1352.88,23,United Kingdom,0
14508.0,55,129,268.05,21,United Kingdom,0
14511.0,71,772,1267.41,10,United Kingdom,0
14512.0,23,122,275.28,187,United Kingdom,2
14513.0,18,355,438.49,100,United Kingdom,2
14514.0,69,564,990.2,60,United Kingdom,0
14515.0,98,1110,2076.89,17,United Kingdom,0
14517.0,18,91,330.45,32,United Kingdom,0
14518.0,16,278,174.37,63,United Kingdom,0
14520.0,4,146,270.6,1,United Kingdom,0
14522.0,17,525,974.54,23,United Kingdom,0
14523.0,12,251,241.09,107,United Kingdom,2
14524.0,197,669,1843.83,31,United Kingdom,0
14525.0,289,2603,4105.07,8,United Kingdom,0
14527.0,1010,2048,7709.69,2,United Kingdom,0
14528.0,18,278,364.22,36,United Kingdom,0
14529.0,213,325,578.61,59,United Kingdom,0
14530.0,213,1395,2862.11,25,United Kingdom,0
14532.0,64,284,932.85,235,United Kingdom,1
14533.0,65,2777,1812.62,24,United Kingdom,0
14534.0,547,1905,4025.6,2,United Kingdom,0
14535.0,331,1818,2831.74,58,United Kingdom,0
14536.0,18,39,170.95,259,United Kingdom,1
14537.0,10,120,355.56,57,United Kingdom,0
14538.0,19,155,388.25,64,United Kingdom,0
14539.0,32,428,537.48,15,United Kingdom,0
14540.0,71,411,952.66,9,United Kingdom,0
14541.0,105,641,1453.35,58,United Kingdom,0
14542.0,5,19,103.25,185,United Kingdom,2
14543.0,105,600,2916.17,3,United Kingdom,0
14544.0,111,1536,2004.3,23,United Kingdom,0
14546.0,415,1283,2482.86,3,United Kingdom,0
14547.0,356,2629,3953.95,3,United Kingdom,0
14548.0,4,256,652.8,150,United Kingdom,2
14549.0,56,136,289.24,310,United Kingdom,1
14550.0,47,389,757.37,10,United Kingdom,0
14551.0,10,106,186.23,17,United Kingdom,0
14552.0,57,90,164.22,151,United Kingdom,2
14553.0,113,493,859.27,18,United Kingdom,0
14554.0,203,1443,2279.49,9,United Kingdom,0
14555.0,19,122,312.54,56,United Kingdom,0
14560.0,76,1223,2174.18,6,United Kingdom,0
14561.0,69,1014,1080.76,75,United Kingdom,0
14562.0,441,1663,4676.62,3,United Kingdom,0
14565.0,129,1532,3073.77,95,United Kingdom,2
14566.0,4,800,1432.0,110,Channel Islands,2
14567.0,34,410,1524.46,34,United Kingdom,0
14569.0,12,79,227.39,0,United Kingdom,0
14570.0,29,95,218.06,280,United Kingdom,1
14572.0,265,1417,2775.39,2,United Kingdom,0
14573.0,233,528,1590.12,179,United Kingdom,2
14576.0,1,12,35.400000000000006,371,United Kingdom,1
14577.0,123,353,859.71,12,United Kingdom,0
14578.0,24,240,168.63,2,United Kingdom,0
14581.0,17,217,138.6,16,United Kingdom,0
14582.0,6,73,114.11,40,United Kingdom,0
14583.0,302,751,986.96,5,United Kingdom,0
14584.0,99,377,1020.06,168,United Kingdom,2
14585.0,29,91,157.05,49,United Kingdom,0
14586.0,27,236,134.16,226,United Kingdom,1
14587.0,372,747,1577.39,18,United Kingdom,0
14589.0,3,5,39.75,371,United Kingdom,1
14591.0,176,1228,1320.21,14,United Kingdom,0
14592.0,158,407,557.94,34,United Kingdom,0
14593.0,151,330,617.15,21,United Kingdom,0
14594.0,52,183,363.33,6,United Kingdom,0
14595.0,102,978,1740.6,19,United Kingdom,0
14597.0,47,566,866.24,10,United Kingdom,0
14598.0,50,189,221.97,43,United Kingdom,0
14600.0,25,125,393.33,305,United Kingdom,1
14601.0,7,168,213.96,10,United Kingdom,0
14603.0,2,400,660.0,274,United Kingdom,1
14606.0,2759,5941,11633.35,0,United Kingdom,0
14607.0,109,7758,10981.1,15,United Kingdom,0
14608.0,20,437,1785.15,3,United Kingdom,0
14609.0,4,7026,601.56,71,United Kingdom,0
14616.0,3,104,406.08,242,United Kingdom,1
14618.0,17,261,538.59,8,United Kingdom,0
14619.0,22,145,379.51,238,United Kingdom,1
14620.0,30,188,393.28,203,United Kingdom,2
14621.0,96,987,1765.76,0,United Kingdom,0
14622.0,21,146,320.58000000000004,184,United Kingdom,2
14623.0,134,416,866.8000000000001,31,United Kingdom,0
14624.0,13,162,225.85,56,United Kingdom,0
14625.0,57,330,848.48,184,United Kingdom,2
14626.0,126,1387,2757.07,8,United Kingdom,0
14628.0,24,272,671.96,90,United Kingdom,0
14629.0,151,374,935.46,3,United Kingdom,0
14631.0,41,622,1006.98,50,United Kingdom,0
14632.0,8,96,114.56,262,United Kingdom,1
14633.0,20,96,344.90000000000003,265,United Kingdom,1
14636.0,28,241,609.85,35,United Kingdom,0
14638.0,16,166,443.6,50,United Kingdom,0
14639.0,175,1428,2952.34,51,United Kingdom,0
